A0,A1,A2,A3,A4,A5,A6
35512,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055282,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
35513,无锡克劳斯物流有限公司,关于业户许可决定书,江阴交通许字〔2021〕00521号,道路业户经营许可新增,江阴市交通运输局,2021/7/22
35514,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012714,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
35505,南京港龙潭集装箱有限公司,交通行政许可申请许可决定书,NJ320100202107220076,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 14:28:10向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:00:00至2021-07-23 23:00:00时间内作业。",南京市交通运输局,2021/7/22
35510,徐州百兴物流有限公司,关于车辆许可决定书,徐320324527516,道路运输车辆道运证配发,睢宁县交通运输管理所,2021/7/22
35511,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055281,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
35515,南通市远邦石油有限公司,交通行政许可申请许可决定书,NT320600202107220045,"南通市远邦石油有限公司:你(单位)于2021-07-22 14:32:31向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:05:00至2021-07-24 02:10:00时间内作业。",如皋市港口局,2021/7/22
35519,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220041,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 09:55:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:00:00至2021-07-23 23:00:00时间内作业。",南京市交通运输局,2021/7/22
35520,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107220050,"张家港保税港区港务有限公司:你(单位)于2021-07-22 15:17:37向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-27 00:00:00时间内作业。",苏州市交通运输局,2021/7/22
35521,南通久泰化工有限公司,交通行政许可申请许可决定书,NT320600202107220057,"南通久泰化工有限公司:你(单位)于2021-07-22 16:58:04向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:35:27至2021-07-24 10:16:08时间内作业。",海安县交通运输局,2021/7/22
35516,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220045,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 09:58:16向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:00:00至2021-07-23 23:00:00时间内作业。",南京市交通运输局,2021/7/22
35517,南京港龙潭集装箱有限公司,交通行政许可申请许可决定书,NJ320100202107220034,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 09:35:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 19:00:00至2021-07-25 11:00:00时间内作业。",南京市交通运输局,2021/7/22
35518,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107220044,"张家港保税港区港务有限公司:你(单位)于2021-07-22 15:09:27向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:00:00至2021-07-25 18:00:00时间内作业。",苏州市交通运输局,2021/7/22
35504,江苏省物资集团镇江储运开发有限公司,交通行政许可申请许可决定书,ZJ321100202107220004,"江苏省物资集团镇江储运开发有限公司:你(单位)于2021-07-22 09:25:02向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:30:00至2021-07-25 11:40:00时间内作业。",镇江市交通运输局,2021/7/22
35494,淮安达辉供应链管理有限公司,关于车辆许可决定书,淮320826349214,道路运输车辆道运证配发,涟水县交通运输局,2021/7/22
35495,淮安达辉供应链管理有限公司,关于车辆许可决定书,淮320826349215,道路运输车辆道运证配发,涟水县交通运输局,2021/7/22
35496,南京宁彤物流有限公司,关于车辆许可决定书,宁11345056,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
35453,泰州市长运驾驶员培训有限公司,关于车辆许可决定书,泰321201002241,道路运输车辆道运证配发,泰州市交通运输局,2021/7/22
35454,泰州市长运驾驶员培训有限公司,关于车辆许可决定书,泰321201002243,道路运输车辆道运证配发,泰州市交通运输局,2021/7/22
35493,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012736,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
35497,无锡畅流物流有限公司,关于车辆许可决定书,锡320206012723,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
35501,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220053,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 10:15:20向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-26 23:00:00时间内作业。",南京市交通运输局,2021/7/22
35502,南京港龙潭集装箱有限公司,交通行政许可申请许可决定书,NJ320100202107220069,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 14:15:34向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 17:00:00至2021-07-24 18:00:00时间内作业。",南京市交通运输局,2021/7/22
35503,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220035,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 09:38:19向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:00:00至2021-07-24 11:00:00时间内作业。",南京市交通运输局,2021/7/22
35498,江阴阿尔法石油化工码头有限公司,交通行政许可申请许可决定书,WX320200202107220019,"江阴阿尔法石油化工码头有限公司:你(单位)于2021-07-22 13:22:13向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:00:00至2021-07-23 20:00:00时间内作业。",江阴市口岸办,2021/7/22
35499,连云港新东方集装箱码头有限公司,交通行政许可申请许可决定书,LYG320700202107220026,"连云港新东方集装箱码头有限公司:你(单位)于2021-07-22 11:36:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-25 00:00:00时间内作业。",连云港市港口局,2021/7/22
35500,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107220051,"张家港保税港区港务有限公司:你(单位)于2021-07-22 15:19:13向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 00:00:00至2021-07-27 00:00:00时间内作业。",苏州市交通运输局,2021/7/22
35723,江阴广尔发物流有限公司,关于车辆许可决定书,锡320200024382,道路运输车辆道运证配发,江阴市交通运输局,2021/7/22
35724,镇江康茂物流有限公司,关于业户许可决定书,句交运许字〔2021〕00132号,道路业户经营许可新增,句容市运输管理处,2021/7/22
35725,南京有为物流有限公司,关于车辆许可决定书,宁13409225,道路运输车辆道运证配发,南京市栖霞区交通运输综合管理所,2021/7/22
35720,中国石油天然气股份有限公司江苏盐城射阳销售分公司,交通行政许可申请许可决定书,YC320900202107210006,"中国石油天然气股份有限公司江苏盐城射阳销售分公司:你(单位)于2021-07-21 21:16:10向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:45:00至2021-07-23 19:30:00时间内作业。",射阳县交通运输局,2021/7/22
35721,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220050,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 10:03:51向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:35:35至2021-07-24 17:24:46时间内作业。",南京市交通运输局,2021/7/22
35722,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220044,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 09:57:20向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:00:00至2021-07-23 23:00:00时间内作业。",南京市交通运输局,2021/7/22
35726,南京有为物流有限公司,关于车辆许可决定书,宁13409224,道路运输车辆道运证配发,南京市栖霞区交通运输综合管理所,2021/7/22
35730,南京宁彤物流有限公司,关于车辆许可决定书,宁11345058,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
35731,常州集翔物流有限公司,关于车辆许可决定书,常320412427304,道路运输车辆道运证配发,常州市武进区交通运输局,2021/7/22
35732,中储南京物流有限公司滨江物流中心,关于车辆许可决定书,宁15742735,道路运输车辆道运证配发,南京市江宁区运输管理所,2021/7/22
35727,南京正风物流有限公司,关于车辆许可决定书,宁13409223,道路运输车辆道运证配发,南京市栖霞区交通运输综合管理所,2021/7/22
35728,江苏康腾大件物流有限公司,关于业户许可决定书,江阴交通许字〔2021〕00522号,道路业户经营许可新增,江阴市交通运输局,2021/7/22
35729,常州鹏德物流有限公司,关于业户许可决定书,武交道许字〔2021〕00729号,道路业户经营许可新增,常州市武进区交通运输局,2021/7/22
35719,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220054,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 10:31:38向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 11:00:00至2021-07-23 21:00:00时间内作业。",南京市交通运输局,2021/7/22
35528,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012718,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
35529,常州鹏德物流有限公司,关于车辆许可决定书,常320412427305,道路运输车辆道运证配发,常州市武进区交通运输局,2021/7/22
35711,溧阳市华中机械制造有限公司,关于业户许可决定书,溧阳交道许字〔2021〕202100475号,道路业户经营许可新增,溧阳市交通运输局,2021/7/22
35523,涟水县畅达运输有限公司,关于车辆许可决定书,淮320826349211,道路运输车辆道运证配发,涟水县交通运输局,2021/7/22
35524,常州金坛德卫货运有限公司,关于车辆许可决定书,常320482008356,道路运输车辆道运证配发,常州市金坛区交通运输局,2021/7/22
35527,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012717,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
35712,无锡博尔日化工有限公司,交通行政许可申请许可决定书,WX320200202107220024,"无锡博尔日化工有限公司:你(单位)于2021-07-22 15:42:16向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 08:00:00至2021-07-25 17:00:00时间内作业。",无锡市锡山区交通运输局,2021/7/22
35716,南通焯晟石油化工有限公司,交通行政许可申请许可决定书,NT320600202107220049,"南通焯晟石油化工有限公司:你(单位)于2021-07-22 15:35:56向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:00:00至2021-07-23 20:00:00时间内作业。",如皋市港口局,2021/7/22
35717,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107220042,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 16:28:23向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-27 00:00:00至2021-07-28 00:00:00时间内作业。",连云港市港口局,2021/7/22
35718,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107210032,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:03:14向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 10:00:00至2021-07-26 00:00:00时间内作业。",连云港市港口局,2021/7/22
35713,南通阳鸿石化储运有限公司,交通行政许可申请许可决定书,NT320600202107220012,"南通阳鸿石化储运有限公司:你(单位)于2021-07-22 09:07:01向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 17:00:00至2021-07-25 00:00:00时间内作业。",如皋市港口局,2021/7/22
35714,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107220037,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 16:22:06向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-27 18:00:00至2021-07-28 22:00:00时间内作业。",连云港市港口局,2021/7/22
35715,常熟宏川石化仓储有限公司,交通行政许可申请许可决定书,SZ320500202107220021,"常熟宏川石化仓储有限公司:你(单位)于2021-07-22 10:16:23向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:00:00至2021-07-24 08:00:00时间内作业。",常熟市交通运输局,2021/7/22
35984,太仓阳鸿石化有限公司,交通行政许可申请许可决定书,SZ320500202107220012,"太仓阳鸿石化有限公司:你(单位)于2021-07-22 09:29:46向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 11:00:00至2021-07-23 19:00:00时间内作业。",太仓市交通运输局,2021/7/22
36410,南京汐岸供应链管理有限公司,关于车辆许可决定书,宁13409228,道路运输车辆道运证配发,南京市栖霞区交通运输综合管理所,2021/7/22
36411,南京汐岸供应链管理有限公司,关于车辆许可决定书,宁13409229,道路运输车辆道运证配发,南京市栖霞区交通运输综合管理所,2021/7/22
36424,南京金陆物流有限公司,关于车辆许可决定书,宁13409232,道路运输车辆道运证配发,南京市栖霞区交通运输综合管理所,2021/7/22
36408,昆明盛智易联科技有限公司江阴分公司,关于车辆许可决定书,锡29500674,道路运输车辆道运证配发,江阴市交通运输局,2021/7/22
36405,江苏罗伦士出行服务有限公司江阴分公司,关于车辆许可决定书,锡29500667,预约出租客运,江阴市交通运输局,2021/7/22
36406,昆明盛智易联科技有限公司江阴分公司,关于车辆许可决定书,锡29500673,道路运输车辆道运证配发,江阴市交通运输局,2021/7/22
36407,昆明盛智易联科技有限公司江阴分公司,关于车辆许可决定书,锡29500672,道路运输车辆道运证配发,江阴市交通运输局,2021/7/22
36442,徐州市中医院,建筑垃圾弃置场地设置审批,徐城管〔2021〕消纳字012号,徐州市中医院新院工程（沟棠路以西、湘江路以北）,徐州市城市管理局,2021/7/22
36447,丰县高新技术创业园有限公司,准予易地建设防空地下室行政许可决定,丰行审易建许可〔2021〕15号,丰县经济开发区综合快递分拨中心项目,丰县行政审批局,2021/7/22
36457,中储南京物流有限公司,关于车辆许可决定书,宁15742733,道路运输车辆道运证配发,南京市江宁区运输管理所,2021/7/22
36441,徐州正利新材料科技有限公司,市政设施建设类（城市道路、城市桥梁）审批,徐城管〔2021〕工占字055号,镜泊西路、昆仑大道掀井盖穿光缆,徐州市城市管理局,2021/7/22
36425,南京港龙潭集装箱有限公司,交通行政许可申请许可决定书,NJ320100202107220073,"南京港龙潭集装箱有限公司:你(单位)于2021-07-22 14:26:20向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 19:00:00至2021-07-23 23:00:00时间内作业。",南京市交通运输局,2021/7/22
36426,连云港新海湾码头有限公司,交通行政许可申请许可决定书,LYG320700202107220016,"连云港新海湾码头有限公司:你(单位)于2021-07-22 09:10:51向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 18:00:00至2021-07-24 08:00:00时间内作业。",连云港市港口局,2021/7/22
36440,东海县盛塔瑞商贸有限公司,关于东海县云栾图书店的设立许可,东新证字〔2020〕第148号,图书、期刊零售,东海县新闻出版局,2021/7/22
36386,江阴华西化工码头有限公司,交通行政许可申请许可决定书,WX320200202107220009,"江阴华西化工码头有限公司:你(单位)于2021-07-22 09:14:21向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 12:00:00至2021-07-23 17:00:00时间内作业。",江阴市口岸办,2021/7/22
36387,镇江市港龙石化港务有限责任公司,交通行政许可申请许可决定书,ZJ321100202107220008,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-22 09:47:54向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 12:40:00至2021-07-23 14:00:00时间内作业。",镇江市交通运输局,2021/7/22
36388,张家港孚宝仓储有限公司,交通行政许可申请许可决定书,SZ320500202107220049,"张家港孚宝仓储有限公司:你(单位)于2021-07-22 15:18:35向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:40:00至2021-07-25 10:00:00时间内作业。",苏州市交通运输局,2021/7/22
36385,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107220003,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-22 08:32:21向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 16:00:00至2021-07-25 07:00:00时间内作业。",南京市交通运输局,2021/7/22
36382,南京正道化工实业有限公司,关于车辆许可决定书,宁16334555,更新,南京市六合区运输管理所,2021/7/22
36383,南京正道化工实业有限公司,关于车辆许可决定书,宁16334554,更新,南京市六合区运输管理所,2021/7/22
36384,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107210034,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-21 17:04:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-25 11:26:46至2021-07-26 17:00:00时间内作业。",连云港市港口局,2021/7/22
36402,江苏罗伦士出行服务有限公司江阴分公司,关于车辆许可决定书,锡29500670,预约网络出租车,江阴市交通运输局,2021/7/22
36403,江苏罗伦士出行服务有限公司江阴分公司,关于车辆许可决定书,锡29500668,预约网络出租车,江阴市交通运输局,2021/7/22
36404,江苏罗伦士出行服务有限公司江阴分公司,关于车辆许可决定书,锡29500669,道路运输车辆道运证配发,江阴市交通运输局,2021/7/22
36401,江苏罗伦士出行服务有限公司江阴分公司,关于车辆许可决定书,锡29500671,预约网络出租车,江阴市交通运输局,2021/7/22
36389,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107220043,"张家港保税港区港务有限公司:你(单位)于2021-07-22 15:07:37向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:00:00至2021-07-25 18:00:00时间内作业。",苏州市交通运输局,2021/7/22
36390,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107220042,"张家港保税港区港务有限公司:你(单位)于2021-07-22 15:05:33向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 18:00:00至2021-07-25 18:00:00时间内作业。",苏州市交通运输局,2021/7/22
36400,宿迁和福顺运输有限公司,关于车辆许可决定书,宿321322055337,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36636,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055293,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36637,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055297,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36649,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107220023,"张家港保税港区港务有限公司:你(单位)于2021-07-22 10:25:26向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 11:00:00至2021-07-28 13:57:56时间内作业。",苏州市交通运输局,2021/7/22
36635,宿迁北元物流有限公司,关于车辆许可决定书,宿321322055294,道路运输车辆道运证配发,沭阳县交通运输局,2021/7/22
36632,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012730,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
36633,无锡福琴物流有限公司,关于车辆许可决定书,锡320206012731,道路运输车辆道运证配发,惠山区运输管理处,2021/7/22
36634,无锡颂琪物流有限公司,关于业户许可决定书,江阴交通许字〔2021〕00520号,道路业户经营许可新增,江阴市交通运输局,2021/7/22
36656,南京金陆物流有限公司,关于车辆许可决定书,宁13409231,道路运输车辆道运证配发,南京市栖霞区交通运输综合管理所,2021/7/22
36657,苏州有创新能源科技有限公司,关于车辆许可决定书,苏32050621728,道路运输车辆道运证配发,苏州市吴中区交通运输局,2021/7/22
36658,南京宁彤物流有限公司,关于车辆许可决定书,宁11345061,道路运输车辆道运证配发,南京市浦口区运输运政稽查管理所,2021/7/22
36653,连云港新东方国际货柜码头有限公司,交通行政许可申请许可决定书,LYG320700202107220046,"连云港新东方国际货柜码头有限公司:你(单位)于2021-07-22 16:33:45向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-27 00:00:00至2021-07-28 00:00:00时间内作业。",连云港市港口局,2021/7/22
36650,南通阳鸿石化储运有限公司,交通行政许可申请许可决定书,NT320600202107210053,"南通阳鸿石化储运有限公司:你(单位)于2021-07-21 21:30:38向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 22:00:00至2021-07-24 00:00:00时间内作业。",如皋市港口局,2021/7/22
36651,南京福邦特东方化工有限公司,交通行政许可申请许可决定书,NJ320100202107220061,"南京福邦特东方化工有限公司:你(单位)于2021-07-22 12:12:20向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 15:00:00至2021-07-26 12:00:00时间内作业。",南京市交通运输局,2021/7/22
36652,扬子石化-巴斯夫有限责任公司,交通行政许可申请许可决定书,NJ320100202107220055,"扬子石化-巴斯夫有限责任公司:你(单位)于2021-07-22 10:38:33向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 10:40:00至2021-07-26 00:00:00时间内作业。",南京市交通运输局,2021/7/22
36620,连云港新荣泰码头有限公司,交通行政许可申请许可决定书,LYG320700202107220025,"连云港新荣泰码头有限公司:你(单位)于2021-07-22 11:34:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-24 12:00:00至2021-07-31 20:00:00时间内作业。",连云港市港口局,2021/7/22
36621,连云港新荣泰码头有限公司,交通行政许可申请许可决定书,LYG320700202107220031,"连云港新荣泰码头有限公司:你(单位)于2021-07-22 13:43:03向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 14:00:00至2021-07-28 20:00:00时间内作业。",连云港市港口局,2021/7/22
